Name,Address,City,State,Zip Code,County,Minority Group(s),Contact Name,Contact Phone Number,Contact Fax,Certification Number,Certification Date,Contact Email Address,Website,NAICS Codes(s),Products / Services,Geocoded Location
"KUZMA TECHNICAL ENTERPRISES, LLC",P. O. BOX 308,HAVRE DE GRACE,MD,21078,HARFORD,FEMALE,MELISSA H. KUZMA,4436740544,4437735200,13-011,01/31/2013 12:00:00 AM,MELISSA@KUZMATECHNICAL.COM,http://WWW.KUZMATECHNICAL.COM,"519130-MBE/DBE/SBE, 541430-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541613-MBE/DBE/SBE, 611420-MBE/DBE/SBE, 611430-MBE/DBE/SBE, 611710-MBE/DBE/SBE",INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS SPECIFICALLY WEBSITE CONTENT SOCIAL MEDIA CONTENT PUBLISHING ONLINE VIDEOS GRAPHIC DESIGN SERVICES SPECIFICALLY PLANNING DESIGN AND PRODUCTION OF WEB DISPLAYS PRINT MEDIA CORPORATE LOGOS PRESENTATIONS COMMERCIAL DESIGN SERVICES COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY ORACLE DATABASE DESIGN MANAGEMENT BACKUP AND RECOVERY SYSTEMS SYSTEMS INTEGRATION DESIGN SERVICES AND CONSULTING MARKETING CONSULTING SERVICES SPECIFICALLY BRANDING MARKETING PLANS INTERNET MARKETING CONSULTING SOCIAL MEDIA MARKETING CONSULTING COMPUTER TRAINING PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING SPECIFICALLY CUSTOMIZED TRAINING PROGRAMS AND TRAINING FOR PROFESSIONAL AND MANAGEMENT DEVELOPMENT EDUCATIONAL SUPPORT SERVICES SPECIFICALLY EDUCATIONAL AND TRAINING SUPPORT SERVICES EDUCATIONAL CONSULTING SERVICES DEVELOPMENT OF TRAINING MATERIALS AND PROGRAMS,"P. O. BOX 308
HAVRE DE GRACE, MD 21078
"
"L & G EXCLUSIVE CLEANING SERVICES, INC.",P.. O. BOX 1342,OWINGS MILLS,MD,21117,BALTIMORE,AFRICAN AMERICAN / FEMALE,FRANCES S. CARTWRIGHT,4109134602,3014902917,13-450,10/07/2013 12:00:00 AM,LGEXCLUSIVECLEANING@YAHOO.COM,http://WWW.LGEXCLUSIVE.COM,"238990-MBE/DBE/SBE, 561720-MBE/DBE/SBE, 561740-MBE/DBE/SBE, 561790-MBE/DBE/SBE",ALL OTHER SPECIALTY TRADE CONTRACTORS SPECIFICALLY CLEANING BUILDING INTERIORS DURING AND IMMEDIATELY AFTER CONSTRUCTION JANITORIAL SERVICES CARPET AND UPHOLSTERY CLEANING SERVICES OTHER SERVICES TO BUILDINGS AND DWELLINGS SPECIFICALLY LIGHTING MAINTENANCE DUCT CLEANING CLEANING BUILDING INTERIORS AND EXTERIORS,"P.. O. BOX 1342
OWINGS MILLS, MD 21117
"
"KSET, INC.",2115 MEDINAH RIDGE ROAD,ACCOKEEK,MD,20607,PRINCE GEORGE'S,AFRICAN AMERICAN,WINFRED LEE SCOTT,2407247277,2407246044,14-509,09/17/2014 12:00:00 AM,TSCOTT@KSETNET.COM,http://WWW.KSETNET.COM,"238210-MBE/DBE/SBE, 541512-MBE/DBE/SBE",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY INSTALLATION OF LOW VOLTAGE CABLE WIRING COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY NETWORK ENGINEERING CONSULTING PROJECT MANAGEMENT RISK ASSESSMENT NETWORK ARCHITECTURE DESIGN AND IMPLEMENTATION ENTERPRISE NETWORK OPERATIONS AND MANAGEMENT CLOUD COMPUTING CYBER SECURITY FIREWALL ADMINISTRATION R F ENGINEERING CABLE MANAGEMENT ONLINE SERVICES CONSULTING,"2115 MEDINAH RIDGE ROAD
ACCOKEEK, MD 20607
(38.693322, -76.970538)"
"L & J WASTE RECYCLING, LLC",P O BOX 33447,BALTIMORE,MD,21218,BALTIMORE,AFRICAN AMERICAN,"LENZIE JOHNSON, III",4105662323,4105662344,11-179,04/05/2011 12:00:00 AM,LJWASTE@LJWASTERECYCLING.COM,http://WWW.LJWASTERECYCLING.COM,"238910-MBE/DBE/SBE, 423930-MBE/DBE/SBE, 484110-MBE/DBE/SBE, 488490-MBE/DBE/SBE, 532490-MBE/DBE/SBE, 561790-MBE/DBE/SBE, 562111-MBE/DBE/SBE, 562219-MBE/DBE/SBE, 562920-MBE/DBE/SBE",SITE PREPARATION CONTRACTORS SPECIFICALLY EXCAVATION INTERIOR AND EXTERIOR DEMOLITION RECYCLABLE MATERIAL MERCHANT WHOLESALERS SPECIFICALLY BOTTLE AND CAN COLLECTION GENERAL FREIGHT TRUCKING LOCAL SPECIFICALLY CONTAINER TRUCKING SERVICES ROLL OFF SERVICES OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY SNOW REMOVAL OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING OTHER SERVICES TO BUILDINGS AND DWELLINGS SPECIFICALLY SNOWPLOWING SOLID WASTE COLLECTION SPECIFICALLY DEBRIS REMOVAL RUBBISH COLLECTION DISPOSAL OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL MATERIALS RECOVERY FACILITIES,"P O BOX 33447
BALTIMORE, MD 21218
"
"L. K. JAMES & ASSOCIATES, LLC",P. O. BOX 397,CHELTENHAM,MD,20623,PRINCE GEORGE'S,NR (SBE ONLY),ANNETTE JAMES,3013957505,,14-453,08/11/2014 12:00:00 AM,ACJAMES@LKJAMESANDASSOCIATES.COM,http://WWW.LKJAMESANDASSOCIATES.COM,541690-SBE-ONLY,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,"P. O. BOX 397
CHELTENHAM, MD 20623
"
LA MILLENNIUM VIDEO PRODUCTIONS,P. O. BOX 825,ARNOLD,MD,21012,ANNE ARUNDEL,FEMALE,ALICIA DAYWALT,4435108424,,08-586,11/10/2008 12:00:00 AM,ALICIATENGWALL@GMAIL.COM,http://WWW.LAMVP.COM,"512110-MBE/DBE/SBE, 512191-MBE/DBE/SBE, 541921-MBE/DBE/SBE, 541922-MBE/DBE/SBE",MOTION PICTURE AND VIDEO PRODUCTION SPECIFICALLY VIDEO PRODUCTION TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES SPECIFICALLY VIDEO AUDIO TRANSFER TO CD DVD SERVICES PHOTOGRAPHY STUDIOS PORTRAIT SPECIFICALLY AUDIO SERVICES COMMERCIAL PHOTOGRAPHY SPECIFICALLY EVENT PHOTOGRAPHY VIDEO SERVICES,"P. O. BOX 825
ARNOLD, MD 21012
"
"L & M OPERATIONS, INC.",1714 DANA STREET,CROFTON,MD,21114,ANNE ARUNDEL,FEMALE,MARY INGRAM-BEAM,4434540466,,13-009,01/29/2013 12:00:00 AM,MIB@LMOPERATIONS.COM,http://WWW.LMOPERATIONS.COM,238290-MBE/DBE/SBE,OTHER BUILDING EQUIPMENT CONTRACTORS SPECIFICALLY PIPE AND DUCT INSULATION,"1714 DANA STREET
CROFTON, MD 21114
(39.012738, -76.691358)"
L. J. ENTERPRISES,2901 BEAVER DAM RD,CHESAPEAKE BEACH,MD,20732,CALVERT,AFRICAN AMERICAN,"LAMBERTINE JONES, JR.",2408821784,4439646063,04-467,10/15/2004 12:00:00 AM,LJENTERPRISES@ATT.NET,http://WWW.LJENTERPRISES1.COM,"237310-MBE/DBE/SBE, 238910-MBE/DBE/SBE, 484220-MBE/DBE/SBE, 488490-MBE/DBE/SBE",HIGHWAY STREET AND BRIDGE CONSTRUCTION SPECIFICALLY ASPHALT PAVING RESIDENTIAL AND COMMERCIAL DRIVE WAYS SITE PREPARATION CONTRACTORS SPECIFICALLY EARTH MOVING DIGGING WRECKING AND DEMOLITION WORK DEMOLITION OF BUILDINGS OR OTHER STRUCTURES SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY HAULING OF SAND GRAVEL ASPHALT AND STONE BY DUMP TRUCK OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY SNOW REMOVAL SERVICES,"2901 BEAVER DAM RD
CHESAPEAKE BEACH, MD 20732
(38.664749, -76.554093)"
"L. W. WOLFE ENTERPRISES, INC.",P. O. BOX 119,MYERSVILLE,MD,21773,FREDERICK,FEMALE,TONIA WOLFE MUELLER,3012932351,3012933578,09-325,07/14/2009 12:00:00 AM,PAVELADY@AOL.COM,,"237310-MBE/DBE/SBE, 238910-MBE/DBE/SBE, 238990-MBE/DBE/SBE, 324121-MBE/DBE/SBE, 423320-MBE/DBE/SBE, 484110-MBE/DBE/SBE, 484220-MBE/DBE/SBE",HIGHWAY STREET AND BRIDGE CONSTRUCTION SPECIFICALLY CONSTRUCTION OF HIGHWAYS STREETS ROADS AIRPORT RUNWAYS PUBLIC SIDEWALKS PARKING LOTS POTHOLE REPAIR THE WORK PERFORMED INCLUDES NEW WORK RECONSTRUCTION REHABILITATION AND REPAIRS SITE PREPARATION CONTRACTORS SPECIFICALLY EXCAVATING AND GRADING DEMOLITION EQUIPMENT RENTAL WITH OPERATOR INCLUDING ROLLERS PAVERS BACKHOES DOZERS LOADERS WIDENERS GRINDING MILLING EXCAVATORS DUMP TRUCKS ALL OTHER SPECIALTY TRADE CONTRACTORS SPECIFICALLY SPECIALIZED TRADES INSTALLATION OF NEW OR OVERLAY OF EXISTING DRIVEWAY ENTRANCES AND DRIVEWAYS RESIDENTIAL AND COMMERCIAL DRIVEWAYS PARKING LOT PAVING INCLUDING EXCAVATION STONE AND PAVING ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING SPECIFICALLY THE PROVISION OF ASPHALT MIXTURE WITH OR WITHOUT HAULING INSTALLATION OF ASPHALT MIXTURE ENGAGED IN MANUFACTURING ASPHALT AND BITUMINOUS PAVING MIXTURES BRICK STONE AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS SPECIFICALLY THE MERCHANT WHOLESALE DISTRIBUTION OF ASPHALT MIXTURES AND CRUSHED STONE GENERAL FREIGHT TRUCKING LOCAL SPECIFICALLY PROVIDING LOCAL GENERAL FRIEGHT TRUCKING DUMP TRUCK HAULING OF SAND GRAVEL AND BLACKTOP SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY PROVIDING LOCAL SPECIALIZED TRUCKING OF CONSTRUCTION MATERIAL ASPHALT MIXTURES EQUIPMENT AND PAVING SUPPLIES,"P. O. BOX 119
MYERSVILLE, MD 21773
"
"L2H, LLC",5000 SUNNYSIDE AVE,BELTSVILLE,MD,21012,ANNE ARUNDEL,FEMALE,EMILY CLIFTON,2404760592,,16-358,07/11/2016 12:00:00 AM,EMILY.CLIFTON@ME.COM,,"541330-MBE/DBE/SBE, 541620-MBE/DBE/SBE, 541990-MBE/DBE/SBE",ENGINEERING SERVICES SPECIFICALLY ENVIRONMENT ENGINEERING SERVICES ENVIRONMENTAL CONSULTING SERVICES ALL OTHER PROFESSIONAL SCIENTIFIC AND TECHNICAL SERVICES SPECIFICALLY LEGISLATIVE CODE EVALUATION SERVICES AND STORMWATER COMMUNITY OUTREACH SERVICES,"5000 SUNNYSIDE AVE
BELTSVILLE, MD 21012
(39.025624, -76.9181)"
"LAFEW & ASSOCIATES, LLC",1722 LANTERN MEWS,BALTIMORE,MD,21205,BALTIMORE CITY,AFRICAN AMERICAN / FEMALE,LATIA FEW,4108319175,,16-487,09/14/2016 12:00:00 AM,INFO@LAFEWASSOCIATES.COM,http://WWW.LAFEWASSOCIATES.COM,"541611-MBE/DBE/SBE, 561410-MBE/DBE/SBE, 812990-MBE/DBE/SBE",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES DOCUMENT PREPARATION SERVICES ALL OTHER PERSONAL SERVICES SPECIFICALLY EVENT PLANNING,"1722 LANTERN MEWS
BALTIMORE, MD 21205
"
"LAETARE CYBERSECURITY, LLC","1001 FREDERICK RD, 21126",CATONSVILLE,MD,21228,BALTIMORE,FEMALE,DIANE M GROTH,4107198506,,16-030,01/25/2016 12:00:00 AM,GROTHSTEMCONSULTANT@GMAIL.COM,,"541330-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541690-MBE/DBE/SBE, 541712-MBE/DBE/SBE, 611430-MBE/DBE/SBE",ENGINEERING SERVICES SPECIFICALLY SYSTEMS ENGINEERING COMPUTER SYSTEMS DESIGN SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES HOMELAND SECURITY IN 17 CRITICAL INFRASTRUCTURES INCLUDING SAFETY RISK CYBER NUCLEAR GAS ELECTRIC PIPELINE AND AGRICULTURE RESEARCH AND DEVELOPMENT IN THE PHYSICAL ENGINEERING AND LIFE SCIENCES EXCEPT BIOTECHNOLOGY PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"1001 FREDERICK RD, 21126
CATONSVILLE, MD 21228
(39.270736, -76.737269)"
LAISAR MANAGEMENT GROUP LLC,"8737 COLESVILLE ROAD, SUITE 1000",SILVER SPRING,MD,20910,MONTGOMERY,AFRICAN AMERICAN / FEMALE,FLORENCE AMATE,3015375071,2404915981,09-321,06/09/2009 12:00:00 AM,FAMATE@LAISAR.COM,http://WWW.LAISAR.COM,"541611-MBE/DBE/SBE, 541614-MBE/DBE/SBE, 561110-MBE/DBE/SBE, 561210-MBE/DBE/SBE, 561499-MBE/DBE/SBE, 611430-MBE/DBE/SBE",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES PROCESS PHYSICAL DISTRIBUTION AND LOGISTICS CONSULTING SERVICES OFFICE ADMINISTRATIVE SERVICES SPECIFICALLY LOGISTICS AND PLANNING FACILITIES SUPPORT SERVICES SPECIFICALLY FACILITIES OPERATIONS ALL OTHER BUSINESS SUPPORT SERVICES SPECIFICALLY DATA PROCESSING SERVICES PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING SPECIFICALLY STAFF DEVELOPMENT AND LEADERSHIP TRAINING,"8737 COLESVILLE ROAD, SUITE 1000
SILVER SPRING, MD 20910
(38.998949, -77.02615)"
"LABOR MAINTENANCE SERVICES, INC.",7628 PHILADELPHIA ROAD,BALTIMORE,MD,21237,BALTIMORE,HISPANIC AMERICAN,CAROLINA D. GUERRA DE MORALES,4436772734,8662228890,13-478,10/21/2013 12:00:00 AM,CONTACT@LABORMAINTENANCE.COM,,"561311-MBE/DBE/SBE, 561320-MBE/DBE/SBE",EMPLOYMENT PLACEMENT AGENCIES SPECIFICALLY EMPLOYMENT PLACEMENT SERVICES PERMANENT AND SEASONAL TEMPORARY HELP SERVICES,"7628 PHILADELPHIA ROAD
BALTIMORE, MD 21237
(39.315648, -76.52211)"
"LA PEREZ CONSULTING, LLC",5327 CRITTENDEN STREET,HYATTSVILLE,MD,20781,PRINCE GEORGE'S,HISPANIC AMERICAN,TONY PEREZ,2402811718,0,16-491,09/14/2016 12:00:00 AM,TONY@LAPEREZCONSULTING.COM,,"541820-MBE/DBE/SBE, 561499-MBE/DBE/SBE, 813219-MBE/DBE/SBE, 813940-MBE/DBE/SBE",PUBLIC RELATIONS AGENCIES ALL OTHER BUSINESS SUPPORT SERVICES SPECIFICALLY FUNDRAISING CAMPAIGN ORGANIZATION SERVICES ON A CONTRACT OR FEE BASIS OTHER GRANTMAKING AND GIVING SERVICES POLITICAL ORGANIZATIONS,"5327 CRITTENDEN STREET
HYATTSVILLE, MD 20781
(38.944774, -76.926679)"
"LANDAIR, INC.","350 WEST 5TH AVENUE, 59TH FLOOR",NEW YORK,NY,10118,OTHER STATE,FEMALE,ROSALINA MOLINA,2126859680,2126859685,16-286,06/10/2016 12:00:00 AM,ROSALINA@LANDAIR.US,http://WWW.LANDAIR.US,"531312-DBE/SBE-ONLY, 541611-DBE/SBE-ONLY, 541618-DBE/SBE-ONLY, 541990-DBE/SBE-ONLY",NONRESIDENTIAL PROPERTY MANAGERS ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES OTHER MANAGEMENT CONSULTING SERVICES ALL OTHER PROFESSIONAL SCIENTIFIC AND TECHNICAL SERVICES,"350 WEST 5TH AVENUE, 59TH FLOOR
NEW YORK, NY 10118
"
"LAKOTA CONTRACTING, INC.","1220 12TH STREET SE, SUITE G25",WASHINGTON,DC,20003,OTHER STATE,FEMALE,ROYA AMIRGHAFFARI,2024665270,2024665271,06-224,05/12/2006 12:00:00 AM,GOV@NCFINTERIORS.COM,http://WWW.NCFINTERIORS.COM,236220-MBE/DBE/SBE,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION SPECIFICALLY INTERIOR RENOVATIONS AND NEW CONSTRUCTION BUILD OUTS HISTORIC RENOVATIONS,"1220 12TH STREET SE, SUITE G25
WASHINGTON, DC 20003
(38.874804, -76.990206)"
"LAMY REMODELING & CONSTRUCTION, LLC",12421 FOUNTAIN DRIVE,CLARKSBURG,MD,20871,MONTGOMERY,HISPANIC AMERICAN,MAURICO R. LAMY,2404499741,,15-339,07/23/2015 12:00:00 AM,MAUROLAMY@GMAIL.COM,http://LAMYREMODELING.COM,"236118-MBE/DBE/SBE, 236220-MBE/DBE/SBE",RESIDENTIAL REMODELERS INCLUDING WATER AND FIRE DAMAGE MITIGATION AND RESTORATION COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION SPECIFICALLY WATER AND FIRE DAMAGE MITIGATION AND RESTORATION,"12421 FOUNTAIN DRIVE
CLARKSBURG, MD 20871
(39.245715, -77.257825)"
"LAND INNOVATIONS, INC.",2501 9TH ROAD,ARLINGTON,VA,22204,OTHER STATE,HISPANIC AMERICAN,ELBA NELLY DIAZ,7136141124,7039200563,15-131,04/02/2015 12:00:00 AM,LANDINNOVATIONSINC@YAHOO.COM,,"236220-DBE/SBE-ONLY, 237310-DBE/SBE-ONLY, 238110-DBE/SBE-ONLY, 238140-DBE/SBE-ONLY, 238910-DBE/SBE-ONLY",COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION HIGHWAY STREET AND BRIDGE CONSTRUCTION POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS MASONRY CONTRACTORS SITE PREPARATION CONTRACTORS,"2501 9TH ROAD
ARLINGTON, VA 22204
(38.863698, -77.084921)"
"LAMA PAINTING & DRYWALL CO, INC.",2711 PHILBEN DRIVE,ADELPHI,MD,20283,BALTIMORE,HISPANIC AMERICAN,LUIS A. MIRANDA,2404050124,,09-608,10/19/2009 12:00:00 AM,LAMAPAINTING@VERIZON.NET,,"238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE, 561720-MBE/DBE/SBE",DRYWALL AND INSULATION CONTRACTORS SPECIFICALLY DRYWALL REPAIR INSTALLATION AND FINISHING PAINTING AND WALL COVERING CONTRACTORS SPECIFICALLY INTERIOR AND EXTERIOR PAINTING OF ALL TYPES OF FINISHES REMOVAL OF WALLPAPER CAULKING TEXTURED CEILINGS JANITORIAL SERVICES SPECIFICALLY CLEANING OF COMMERCIAL INTERIORS AND COMMON AREAS APARTMENT TURNOVERS,"2711 PHILBEN DRIVE
ADELPHI, MD 20283
(39.009092, -76.960067)"
"LANDON & RIAN ENTERPRISES, INC.",1411 CHILI AVENUE,ROCHESTER,NY,14624,OTHER STATE,AFRICAN AMERICAN,WINDELL GRAY,5853348240,8883545809,14-542,10/01/2014 12:00:00 AM,WGRAY@LANDONRIAN.COM,http://WWW.LANDONRIAN.COM,541690-DBE/SBE-ONLY,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY CONSTRUCTION MANAGEMENT SUPPORT MBE WBE EEO COMPLIANCE SAFETY CONSTRUCTION CONSULTANT AND TRAINING ADMINISTRATIVE SUPPORT PROJECT ENGINEERING SUPPORT AND MEP SUPPORT SERVICES,"1411 CHILI AVENUE
ROCHESTER, NY 14624
(43.137724, -77.67331)"
"LANDMATTERS, LLC","201 E. BALTIMORE STREET, SUITE 600",BALTIMORE,MD,21202,BALTIMORE CITY,AFRICAN AMERICAN,JAMES E. WHITEHEAD,4105761025,4105768884,11-653,11/14/2011 12:00:00 AM,LANDMATTERS@COMCAST.NET,http://WWW.LANDMATTERSUSA.COM,"236210-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541614-MBE/DBE/SBE",INDUSTRIAL BUILDING CONSTRUCTION SPECIFICALLY LIMITED TO CONSTRUCTION MANAGEMENT ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY CONSTRUCTION RELATED PROJECT MANAGEMENT SERVICES PROCESS PHYSICAL DISTRIBUTION AND LOGISTICS CONSULTING SERVICES,"201 E. BALTIMORE STREET, SUITE 600
BALTIMORE, MD 21202
(39.289647, -76.611825)"
"LANGLEY TRAFFIC SERVICES, INC.",2777 U.S. RT. 1,TREVOSE,PA,19053,OTHER STATE,FEMALE,NANCY LANGLEY,2156389770,2156389255,,04/21/1987 12:00:00 AM,,,.,TRANSPORTATION BROKER,"2777 U.S. RT. 1
TREVOSE, PA 19053
"
"LATIN AMERICAN SERVICES, INC.",P O BOX 10273,GAITHERSBURG,MD,20898,MONTGOMERY,HISPANIC AMERICAN / FEMALE,PATRICIA E VINUEZA,3019986120,3019772215,09-714,12/17/2009 12:00:00 AM,P.VINUEZA@LATINAMERICANSVC.COM,http://WWW.LATINAMERICANSVC.COM,"561720-MBE/DBE/SBE, 561790-MBE/DBE/SBE",JANITORIAL SERVICES OTHER SERVICES TO BUILDINGS AND DWELLINGS SPECIFICALLY PRESSURE WASH OF BUILDING EXTERIOR AND DECKS,"P O BOX 10273
GAITHERSBURG, MD 20898
"
"LAURA A. BARWICK CPA, LLC","2309 BEL AIR ROAD, SUITE B",FALLSTON,MD,21047,HARFORD,FEMALE,LAURA A. BARWICK,4106925283,4107342866,17-057,01/25/2017 12:00:00 AM,LAURA@BARWICKCPA.COM,http://WWW.BARWICKCPA.COM,541211-MBE/DBE/SBE,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,"2309 BEL AIR ROAD, SUITE B
FALLSTON, MD 21047
(39.49305, -76.393006)"
"LANIER ELECTRONICS GROUP, INC.",651-A COMMERCE DRIVE,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,AFRICAN AMERICAN,DARRELL LANIER,3014300900,3014300905,98-388,12/15/1998 12:00:00 AM,INFO@LANIEREG.COM,http://WWW.LANIEREG.COM,238210-MBE/DBE/SBE,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY LOW VOLTAGE ELECTRICAL WORK ELECTRONICS CABLING AND INSTALLATION FOR COMPUTER SYSTEMS TELEPHONE SYSTEMS CABLE TV FIRE AND SECURITY ALARM SYSTEMS,"651-A COMMERCE DRIVE
UPPER MARLBORO, MD 20774
(38.879383, -76.730376)"
"LANDSTUDIES, INC.",315 NORTH STREET,LITITZ,PA,17543,OTHER STATE,FEMALE,KELLY GUTSHALL,7176274440,7176274660,10-804,12/20/2010 12:00:00 AM,KELLY@LANDSTUDIES.COM,http://WWW.LANDSTUDIES.COM,"541320-MBE/DBE/SBE, 541330-MBE/DBE/SBE, 541370-MBE/DBE/SBE, 541620-MBE/DBE/SBE, 561730-MBE/DBE/SBE",LANDSCAPE ARCHITECTURAL SERVICES ENGINEERING SERVICES SPECIFICALLY ENVIRONMENTAL SURVEYING AND MAPPING EXCEPT GEOPHYSICAL SERVICES SPECIFICALLY EXISTING CONDITIONS SURVEYS ENVIRONMENTAL TOPOGRAPHY AND LOCATIONS GEOREFERENCING ENVIRONMENTAL CONSULTING SERVICES SPECIFICALLY WATERSHED MANAGEMENT WATER RESOURCE PLANNING WATER CONSERVATIN ADVISORY SERVICES LANDSCAPING SERVICES,"315 NORTH STREET
LITITZ, PA 17543
(40.160101, -76.298679)"
"LAVAN ENTERPRISES, INC.",P.O. BOX 218,TIMONIUM,MD,21094,BALTIMORE,AFRICAN AMERICAN,LAVERNE VANCE,4433948141,4433946695,,06/13/2005 12:00:00 AM,LAVERNE.VANCE@PARTNERS.MCD.COM,,722211-MBE/DBE/SBE/ACDBE,LIMITED SERVICE RESTAURANTS SPECIFICALLY RESTAURANTS FAST FOOD AIRPORT CONCESSIONS,"P.O. BOX 218
TIMONIUM, MD 21094
"
"LAYTONSVILLE TURF FARM, LLC",5225-B DAMASCUS ROAD,GAITHERSBURG,MD,20882,MONTGOMERY,FEMALE,ROBIN L. LECHLIDER,3012531481,3012530947,10-498,08/02/2010 12:00:00 AM,LAYTONSVILLETURF@AOL.COM,http://WWW.LAYTONSVILLETURF.COM,"237990-MBE/DBE/SBE, 561730-MBE/DBE/SBE",OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION SPECIFICALLY EROSION SEDIMENT CONTROL TEMPORARY SEEDING MULCHING AND SOIL STABILIZATION MATTING LANDSCAPING SERVICES,"5225-B DAMASCUS ROAD
GAITHERSBURG, MD 20882
(39.239268, -77.106868)"
LAURIE ADELHARDT,45 DRAWBRIDGE RD,BERLIN,MD,21811,WORCESTER,FEMALE,LAURIE ADELHARDT,4107053700,0,17-044,01/25/2017 12:00:00 AM,AG@OWLCREEK.NET,,"541430-MBE-ONLY, 541512-MBE-ONLY, 561410-MBE-ONLY, 561920-MBE-ONLY",GRAPHIC DESIGN SERVICES COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY WEB DESIGN DOCUMENT PREPARATION SERVICES SPECIFICALLY WRITING EDITING DESKTOP PUBLISHING CONVENTION AND TRADE SHOW ORGANIZERS SPECIFICALLY ORGANIZING PROMOTING AND OR MANAGING EVENTS AND CONFERENCE,"45 DRAWBRIDGE RD
BERLIN, MD 21811
(38.392762, -75.158276)"
"LAUREL DESIGN ALLIANCE, INC.","9101 CHERRY LANE, SUITE 101",LAUREL,MD,20708,PRINCE GEORGE'S,ASIAN AMERICAN SUB-CONTINENT,UDAY PURUSHE,3013173357,3013174396,93-112,06/23/1993 12:00:00 AM,UPURUSHE@LDA-MD.COM,http://WWW.LDA-MD.COM,"541310-MBE/DBE/SBE, 541410-MBE/DBE/SBE, 541430-MBE/DBE/SBE",GRAPHIC DESIGN SERVICES SPECIFICALLY ON ARCHITECTURAL DESIGNS PLANNING INTERIOR DESIGN SERVICES ARCHITECTURAL SERVICES,"9101 CHERRY LANE, SUITE 101
LAUREL, MD 20708
(39.085512, -76.849541)"
"LB CONSTRUCTION ENTERPRISES, INC.",P. O. BOX 232,SPRING HOUSE,PA,19477,OTHER STATE,AFRICAN AMERICAN,LAMAR CHILDS,8666747098,8665501504,10-147,03/09/2010 12:00:00 AM,LAMAR@LBCONSTRUCTIONENTERPRISES.COM,http://WWW.LBCONSTRUCTIONENTERPRISES.COM,238120-MBE/DBE/SBE,STRUCTURAL STEEL AND PRECAST CONCRETE CONTRACTORS SPECIFICALLY REBAR PLACEMENT STEEL BEAM PLACEMENT METAL DECK PLACEMENT AND METAL STUD INSTALLATION,"P. O. BOX 232
SPRING HOUSE, PA 19477
"
LC ENGINEERING LLC,"520 SOUTH PARK ST., SUITE 1",ELIZABETH,NJ,7206,OTHER STATE,HISPANIC AMERICAN / FEMALE,LUIZ CARLOS OLIVEIRA,9087643532,9084098598,15-097,03/16/2015 12:00:00 AM,LCENGINEERING@LIVE.COM,,"238320-DBE/SBE-ONLY, 541690-DBE/SBE-ONLY",PAINTING AND WALL COVERING CONTRACTORS OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,"520 SOUTH PARK ST., SUITE 1
ELIZABETH, NJ 7206
(40.657734, -74.19324)"
