idnaicsLookup	naicsCode	naicsName		#REF!	#REF!
2156	721110	Hotels (Except Casino Hotels) and Motels		#REF!	#REF!
2157	721110	Hotels (Except Casino Hotels) and Motels		#REF!	#REF!
2158	721310	Rooming and Boarding Houses		#REF!	#REF!
2159	713920	Skiing Facilities		#REF!	#REF!
2160	721199	All Other Traveler Accommodations		#REF!	#REF!
2161	722310	Food Service Contractors		#REF!	#REF!
2162	721110	Hotels (Except Casino Hotels) and Motels		#REF!	#REF!
2163	721110	Hotels (Except Casino Hotels) and Motels		#REF!	#REF!
2164	713910	Golf Courses and Country Clubs		#REF!	#REF!
2165	713910	Golf Courses and Country Clubs		#REF!	#REF!
2166	813910	Business Associations		#REF!	#REF!
2167	813990	"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"		#REF!	#REF!
2168	813410	Civic and Social Organizations		#REF!	#REF!
2169	813410	Civic and Social Organizations		#REF!	#REF!
2170	813940	Political Organizations		#REF!	#REF!
2171	813940	Political Organizations		#REF!	#REF!
2172	813910	Business Associations		#REF!	#REF!
2173	813910	Business Associations		#REF!	#REF!
2174	813920	Professional Organizations		#REF!	#REF!
2175	813920	Professional Organizations		#REF!	#REF!
2176	813920	Professional Organizations		#REF!	#REF!
2177	713290	Other Gambling Industries		#REF!	#REF!
2178	713210	Casinos (Except Casino Hotels)		#REF!	#REF!
2179	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
2180	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
2181	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2182	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2183	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2184	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2185	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2186	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2187	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2188	812990	All Other Personal Services		#REF!	#REF!
2189	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2190	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2191	813410	Civic and Social Organizations		#REF!	#REF!
2192	624110	Child and Youth Services		#REF!	#REF!
2193	624110	Child and Youth Services		#REF!	#REF!
2194	624110	Child and Youth Services		#REF!	#REF!
2195	928110	National Security		#REF!	#REF!
2196	722320	Caterers		#REF!	#REF!
2197	722511	Full-Service Restaurants		#REF!	#REF!
2198	722511	Full-Service Restaurants		#REF!	#REF!
2199	722511	Full-Service Restaurants		#REF!	#REF!
2200	722511	Full-Service Restaurants		#REF!	#REF!
2201	722310	Food Service Contractors		#REF!	#REF!
2202	722310	Food Service Contractors		#REF!	#REF!
2203	722513	Limited-Service Restaurants		#REF!	#REF!
2204	722514	"Cafeterias, Grill Buffets, and Buffets"		#REF!	#REF!
2205	311812	Commercial Bakeries		#REF!	#REF!
2206	722515	Snack and Nonalcoholic Beverage Bars		#REF!	#REF!
2207	722330	Mobile Food Services		#REF!	#REF!
2208	722513	Limited-Service Restaurants		#REF!	#REF!
2209	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2210	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2211	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2212	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2213	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2214	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2215	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2216	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2217	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2218	722410	Drinking Places (Alcoholic Beverages)		#REF!	#REF!
2219	927110	Space Research and Technology		#REF!	#REF!
2220	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2221	713950	Bowling Centers		#REF!	#REF!
2222	713940	Fitness and Recreational Sports Centers		#REF!	#REF!
2223	624120	Services for the Elderly and Persons with Disabilities		#REF!	#REF!
2224	624120	Services for the Elderly and Persons with Disabilities		#REF!	#REF!
2225	611210	Junior Colleges		#REF!	#REF!
2226	611310	"Colleges, Universities, and Professional Schools"		#REF!	#REF!
2227	611691	Exam Preparation and Tutoring		#REF!	#REF!
2228	712120	Historical Sites		#REF!	#REF!
2229	611630	Language Schools		#REF!	#REF!
2230	712110	Museums		#REF!	#REF!
2231	519120	Libraries and Archives		#REF!	#REF!
2232	712110	Museums		#REF!	#REF!
2233	813110	Religious Organizations		#REF!	#REF!
2234	611110	Elementary and Secondary Schools		#REF!	#REF!
2235	611699	All Other Misc. Schools and Instruction		#REF!	#REF!
2236	611699	All Other Misc. Schools and Instruction		#REF!	#REF!
2237	611692	Automobile Driving Schools		#REF!	#REF!
2238	611110	Elementary and Secondary Schools		#REF!	#REF!
2239	611110	Elementary and Secondary Schools		#REF!	#REF!
2240	611110	Elementary and Secondary Schools		#REF!	#REF!
2241	611519	Other Technical and Trade Schools		#REF!	#REF!
2242	561730	Landscaping Services		#REF!	#REF!
2243	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2244	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2245	712130	Zoos and Botanical Gardens		#REF!	#REF!
2246	712130	Zoos and Botanical Gardens		#REF!	#REF!
2247	711110	Theater Cos. and Dinner Theaters		#REF!	#REF!
2248	711110	Theater Cos. and Dinner Theaters		#REF!	#REF!
2249	512132	Drive-in Motion Picture Theaters		#REF!	#REF!
2250	512131	Motion Picture Theaters (Except Drive-Ins)		#REF!	#REF!
2251	512131	Motion Picture Theaters (Except Drive-Ins)		#REF!	#REF!
2252	711110	Theater Cos. and Dinner Theaters		#REF!	#REF!
2253	711110	Theater Cos. and Dinner Theaters		#REF!	#REF!
2254	711510	"Independent Artists, Writers, and Performers (NAICS)"		#REF!	#REF!
2255	711120	Dance Cos.		#REF!	#REF!
2256	711130	Musical Groups and Artists		#REF!	#REF!
2257	711120	Dance Cos.		#REF!	#REF!
2258	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
2259	561720	Janitorial Services		#REF!	#REF!
2260	561790	Other Services to Buildings and Dwellings		#REF!	#REF!
2261	813990	"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"		#REF!	#REF!
2262	813990	"Other Similar Organizations (Except Business, Professional, Labor, and Political Organizations)"		#REF!	#REF!
2263	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2264	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2265	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2266	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2267	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2268	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2269	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2270	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
2271	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
2272	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
2273	711320	"Promoters of Performing Arts, Sports, and Similar Events without Facilities"		#REF!	#REF!
2274	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2275	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2276	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2277	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2278	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2279	711190	Other Performing Arts Cos.		#REF!	#REF!
2280	711190	Other Performing Arts Cos.		#REF!	#REF!
2281	812220	Cemeteries and Crematories		#REF!	#REF!
2282	812220	Cemeteries and Crematories		#REF!	#REF!
2283	812220	Cemeteries and Crematories		#REF!	#REF!
2284	812220	Cemeteries and Crematories		#REF!	#REF!
2285	561710	Exterminating and Pest Control Services		#REF!	#REF!
2286	562998	All Other Misc. Waste Management Services		#REF!	#REF!
2287	562991	Septic Tank and Related Services		#REF!	#REF!
2288	562998	All Other Misc. Waste Management Services		#REF!	#REF!
2289	562998	All Other Misc. Waste Management Services		#REF!	#REF!
2290	562111	Solid Waste Collection		#REF!	#REF!
2291	562111	Solid Waste Collection		#REF!	#REF!
2292	562112	Hazardous Waste Collection		#REF!	#REF!
2293	921190	Other General Government Support		#REF!	#REF!
2294	921190	Other General Government Support		#REF!	#REF!
2295	921190	Other General Government Support		#REF!	#REF!
2296	921190	Other General Government Support		#REF!	#REF!
2297	921190	Other General Government Support		#REF!	#REF!
2298	921190	Other General Government Support		#REF!	#REF!
2299	921190	Other General Government Support		#REF!	#REF!
2300	921190	Other General Government Support		#REF!	#REF!
2301	921190	Other General Government Support		#REF!	#REF!
2302	921190	Other General Government Support		#REF!	#REF!
2303	921190	Other General Government Support		#REF!	#REF!
2304	921190	Other General Government Support		#REF!	#REF!
2305	921190	Other General Government Support		#REF!	#REF!
2306	921190	Other General Government Support		#REF!	#REF!
2307	811420	Reupholstery and Furniture Repair		#REF!	#REF!
2308	238320	Painting and Wall Covering Contractors		#REF!	#REF!
2309	339950	Sign Mfg.		#REF!	#REF!
2310	339950	Sign Mfg.		#REF!	#REF!
2311	541890	Other Services Related to Advertising		#REF!	#REF!
2312	336211	Motor Vehicle Body Mfg.		#REF!	#REF!
2313	238320	Painting and Wall Covering Contractors		#REF!	#REF!
2314	238210	Electrical Contractors and Other Wiring Installation Contractors		#REF!	#REF!
2315	811213	Communication Equipment Repair and Maintenance		#REF!	#REF!
2316	443141	Household Appliance Stores		#REF!	#REF!
2317	811219	Other Electronic and Precision Equipment Repair and Maintenance		#REF!	#REF!
2318	443141	Household Appliance Stores		#REF!	#REF!
2319	811412	Appliance Repair and Maintenance		#REF!	#REF!
2320	443141	Household Appliance Stores		#REF!	#REF!
2321	541890	Other Services Related to Advertising		#REF!	#REF!
2322	238390	Other Building Finishing Contractors		#REF!	#REF!
2323	238390	Other Building Finishing Contractors		#REF!	#REF!
2324	541410	Interior Design Services		#REF!	#REF!
2325	541890	Other Services Related to Advertising		#REF!	#REF!
2326	811420	Reupholstery and Furniture Repair		#REF!	#REF!
2327	811121	"Automotive Body, Paint, and Interior Repair and Maintenance"		#REF!	#REF!
2328	811420	Reupholstery and Furniture Repair		#REF!	#REF!
2329	811420	Reupholstery and Furniture Repair		#REF!	#REF!
2330	811420	Reupholstery and Furniture Repair		#REF!	#REF!
2331	238290	Other Building Equipment Contractors		#REF!	#REF!
2332	238990	All Other Specialty Trade Contractors		#REF!	#REF!
2333	488390	Other Support Activities for Water Transportation		#REF!	#REF!
2334	238290	Other Building Equipment Contractors		#REF!	#REF!
2335	238290	Other Building Equipment Contractors		#REF!	#REF!
2336	541850	Outdoor Advertising		#REF!	#REF!
2337	541870	Advertising Material Distribution Services		#REF!	#REF!
2338	541890	Other Services Related to Advertising		#REF!	#REF!
2339	541890	Other Services Related to Advertising		#REF!	#REF!
2340	812111	Barber Shops		#REF!	#REF!
2341	812112	Beauty Salons		#REF!	#REF!
2342	812113	Nail Salons		#REF!	#REF!
2343	812199	"Barbershop, Beauty Parlor, or Hair Styling Salon"		#REF!	#REF!
2344	812199	"Barbershop, Beauty Parlor, or Hair Styling Salon"		#REF!	#REF!
2345	812199	"Barbershop, Beauty Parlor, or Hair Styling Salon"		#REF!	#REF!
2346	812990	All Other Personal Services		#REF!	#REF!
2347	812220	Cemeteries and Crematories		#REF!	#REF!
2348	812220	Cemeteries and Crematories		#REF!	#REF!
2349	812210	Funeral Homes and Funeral Services		#REF!	#REF!
2350	812210	Funeral Homes and Funeral Services		#REF!	#REF!
2351	221113	Nuclear Electric Power Generation		#REF!	#REF!
2352	221113	Nuclear Electric Power Generation		#REF!	#REF!
2353	454390	Other Direct Selling Establishments		#REF!	#REF!
2354	454390	Other Direct Selling Establishments		#REF!	#REF!
2355	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2356	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
2357	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
2358	532292	Recreational Goods Rental		#REF!	#REF!
2359	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
2360	487210	"Scenic and Sightseeing Transportation, Water"		#REF!	#REF!
2361	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2362	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2363	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2364	711190	Other Performing Arts Cos.		#REF!	#REF!
2365	711190	Other Performing Arts Cos.		#REF!	#REF!
2366	711190	Other Performing Arts Cos.		#REF!	#REF!
2367	711190	Other Performing Arts Cos.		#REF!	#REF!
2368	532411	"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"		#REF!	#REF!
2369	531312	Nonresidential Property Managers		#REF!	#REF!
2370	531312	Nonresidential Property Managers		#REF!	#REF!
2371	531312	Nonresidential Property Managers		#REF!	#REF!
2372	561920	Convention and Trade Show Organizers		#REF!	#REF!
2373	561920	Convention and Trade Show Organizers		#REF!	#REF!
2374	488490	Other Support Activities for Road Transportation		#REF!	#REF!
2375	488490	Other Support Activities for Road Transportation		#REF!	#REF!
2376	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2377	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2378	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2379	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2380	561320	Temporary Help Services		#REF!	#REF!
2381	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2382	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2383	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2384	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2385	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2386	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2387	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2388	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2389	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2390	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2391	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2392	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2393	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2394	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2395	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2396	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2397	711310	"Promoters of Performing Arts, Sports, and Similar Events with Facilities"		#REF!	#REF!
2398	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2399	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2400	238390	Other Building Finishing Contractors		#REF!	#REF!
2401	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2402	531110	Lessors of Residential Buildings and Dwellings		#REF!	#REF!
2403	114210	Hunting and Trapping		#REF!	#REF!
2404	114210	Hunting and Trapping		#REF!	#REF!
2405	425120	Wholesale Trade Agents and Brokers		#REF!	#REF!
2406	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2407	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2408	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2409	237210	Land Subdivision		#REF!	#REF!
2410	339999	All Other Misc. Mfg.		#REF!	#REF!
2411	454390	Other Direct Selling Establishments		#REF!	#REF!
2412	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2413	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2414	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2415	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2416	236117	New Housing For-Sale Builders		#REF!	#REF!
2417	211111	Crude Petroleum and Natural Gas Extraction		#REF!	#REF!
2418	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2419	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2420	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2421	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2422	711219	Other Spectator Sports		#REF!	#REF!
2423	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2424	711219	Other Spectator Sports		#REF!	#REF!
2425	482111	Line-Haul Railroads		#REF!	#REF!
2426	532292	Recreational Goods Rental		#REF!	#REF!
2427	721310	Rooming and Boarding Houses		#REF!	#REF!
2428	721310	Rooming and Boarding Houses		#REF!	#REF!
2429	611699	All Other Misc. Schools and Instruction		#REF!	#REF!
2430	221320	Sewage Treatment Facilities		#REF!	#REF!
2431	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2432	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2433	541890	Other Services Related to Advertising		#REF!	#REF!
2434	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2435	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2436	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2437	221114	Solar Electric Power Generation		#REF!	#REF!
2438	221114	Solar Electric Power Generation		#REF!	#REF!
2439	238990	All Other Specialty Trade Contractors		#REF!	#REF!
2440	713990	All Other Amusement and Recreation Industries		#REF!	#REF!
2441	925120	Administration of Urban Planning and Community and Rural Development		#REF!	#REF!
2442	517919	All Other Telecommunications		#REF!	#REF!
2443	531311	Residential Property Managers		#REF!	#REF!
2444	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2445	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2446	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2447	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2448	531190	Lessors of Other Real Estate Property		#REF!	#REF!
2449	924110	Administration of Air and Water Resource and Solid Waste Management Programs		#REF!	#REF!
2450	531130	Lessors of Miniwarehouses and Self-Storage Units		#REF!	#REF!
2451	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2452	493110	General Warehousing and Storage		#REF!	#REF!
2453	493110	General Warehousing and Storage		#REF!	#REF!
2454	812310	Coin-Operated Laundries and Drycleaners		#REF!	#REF!
2455	488310	Port and Harbor Operations		#REF!	#REF!
2456	531120	Lessors of Nonresidential Buildings (Except Miniwarehouses)		#REF!	#REF!
2457	488310	Port and Harbor Operations		#REF!	#REF!
2458	488310	Port and Harbor Operations		#REF!	#REF!
2459	221115	Wind Electric Power Generation		#REF!	#REF!
2460	221115	Wind Electric Power Generation		#REF!	#REF!
2461	711190	Other Performing Arts Cos.		#REF!	#REF!
